
center,left,right,steering,throttle,brake,speed
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_24_206.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_24_206.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_24_206.jpg, 0, 0, 0, 0.4488654
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_24_351.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_24_351.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_24_351.jpg, 0, 0.3836349, 0, 0.9905424
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_24_479.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_24_479.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_24_479.jpg, 0, 0.7586915, 0, 2.207111
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_24_621.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_24_621.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_24_621.jpg, 0, 1, 0, 4.110892
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_24_771.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_24_771.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_24_771.jpg, 0, 1, 0, 5.738292
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_24_907.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_24_907.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_24_907.jpg, 0, 0.5922253, 0, 6.680937
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_25_028.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_25_028.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_25_028.jpg, 0, 0.225928, 0, 6.949753
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_25_158.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_25_158.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_25_158.jpg, 0, 0, 0, 6.86588
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_25_300.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_25_300.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_25_300.jpg, -0.4244655, 0, 0, 6.683378
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_25_449.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_25_449.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_25_449.jpg, 0, 0, 0, 6.562995
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_25_600.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_25_600.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_25_600.jpg, -0.4470354, 0, 0, 6.372533
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_25_720.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_25_720.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_25_720.jpg, -0.8135565, 0, 0, 6.177161
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_25_871.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_25_871.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_25_871.jpg, -1, 0, 0, 5.994676
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_26_033.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_26_033.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_26_033.jpg, -0.5215372, 0, 0, 5.921191
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_26_155.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_26_155.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_26_155.jpg, -0.1494715, 0, 0, 5.84033
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_26_287.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_26_287.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_26_287.jpg, 0, 0, 0, 5.753344
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_26_425.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_26_425.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_26_425.jpg, 0, 0, 0, 5.672671
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_26_569.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_26_569.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_26_569.jpg, 0, 0, 0, 5.593149
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_26_721.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_26_721.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_26_721.jpg, 0, 0, 0, 5.503625
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_26_865.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_26_865.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_26_865.jpg, -0.4306206, 0, 0, 5.354287
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_26_998.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_26_998.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_26_998.jpg, -0.8311854, 0, 0, 5.159956
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_27_147.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_27_147.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_27_147.jpg, -1, 0, 0, 5.01365
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_27_304.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_27_304.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_27_304.jpg, -0.5336899, 0, 0, 4.950734
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_27_426.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_27_426.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_27_426.jpg, -0.1645696, 0, 0, 4.884758
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_27_565.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_27_565.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_27_565.jpg, 0, 0, 0, 4.811651
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_27_693.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_27_693.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_27_693.jpg, 0, 0, 0, 4.753773
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_27_817.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_27_817.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_27_817.jpg, 0, 0, 0, 4.687143
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_27_934.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_27_934.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_27_934.jpg, 0, 0, 0, 4.640121
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_28_059.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_28_059.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_28_059.jpg, 0, 0, 0, 4.57508
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_28_189.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_28_189.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_28_189.jpg, 0, 0, 0, 4.520059
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_28_314.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_28_314.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_28_314.jpg, 0, 0, 0, 4.465702
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_28_452.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_28_452.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_28_452.jpg, 0, 0, 0, 4.40311
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_28_582.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_28_582.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_28_582.jpg, 0, 0, 0, 4.341398
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_28_706.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_28_706.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_28_706.jpg, 0, 0, 0, 4.289188
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_28_857.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_28_857.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_28_857.jpg, 0, 0, 0, 4.22907
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_28_991.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_28_991.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_28_991.jpg, 0, 0, 0, 4.169795
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_29_115.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_29_115.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_29_115.jpg, 0, 0.3739467, 0, 4.649417
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_29_241.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_29_241.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_29_241.jpg, 0, 0.7486767, 0, 5.832266
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_29_363.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_29_363.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_29_363.jpg, 0, 0.3791531, 0, 6.33181
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_29_478.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_29_478.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_29_478.jpg, 0, 0.03533064, 0, 6.32573
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_29_613.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_29_613.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_29_613.jpg, 0, 0, 0, 6.251746
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_29_735.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_29_735.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_29_735.jpg, 0, 0, 0, 6.176548
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_29_858.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_29_858.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_29_858.jpg, 0, 0.3658323, 0, 6.690104
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_29_988.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_29_988.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_29_988.jpg, 0, 0.7574268, 0, 7.685019
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_30_136.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_30_136.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_30_136.jpg, 0, 0.3184479, 0, 8.144972
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_30_263.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_30_263.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_30_263.jpg, 0, 0, 0, 8.052302
E:\mll\demo\collage\car-behavioral-cloning\data\IMG\center_2025_11_26_03_30_30_405.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\left_2025_11_26_03_30_30_405.jpg, E:\mll\demo\collage\car-behavioral-cloning\data\IMG\right_2025_11_26_03_30_30_405.jpg, 0, 0, 0, 7.939402
